run,group_size,groups,n_columns,auc
384,4,"('occupation', 'race', 'sex', 'native.country')",64,0.7661096004398793
385,4,"('relationship', 'race', 'sex', 'native.country')",55,0.8047605232601333
386,5,"('age', 'hours.per.week', 'workclass', 'education', 'marital.status')",34,0.8821532556665649
387,5,"('age', 'hours.per.week', 'workclass', 'education', 'occupation')",42,0.8333938671868909
388,5,"('age', 'hours.per.week', 'workclass', 'education', 'relationship')",33,0.8844202083556896
389,5,"('age', 'hours.per.week', 'workclass', 'education', 'race')",32,0.8212492341550346
390,5,"('age', 'hours.per.week', 'workclass', 'education', 'sex')",29,0.8323804123914632
391,5,"('age', 'hours.per.week', 'workclass', 'education', 'native.country')",69,0.8191891341274274
392,5,"('age', 'hours.per.week', 'workclass', 'marital.status', 'occupation')",33,0.8785946848066448
393,5,"('age', 'hours.per.week', 'workclass', 'marital.status', 'relationship')",24,0.8474170560094066
394,5,"('age', 'hours.per.week', 'workclass', 'marital.status', 'race')",23,0.848527846489816
395,5,"('age', 'hours.per.week', 'workclass', 'marital.status', 'sex')",20,0.8533609530504935
396,5,"('age', 'hours.per.week', 'workclass', 'marital.status', 'native.country')",60,0.8491995085751707
397,5,"('age', 'hours.per.week', 'workclass', 'occupation', 'relationship')",32,0.8816316097694302
398,5,"('age', 'hours.per.week', 'workclass', 'occupation', 'race')",31,0.8205027932704698
399,5,"('age', 'hours.per.week', 'workclass', 'occupation', 'sex')",28,0.8330084797839858
400,5,"('age', 'hours.per.week', 'workclass', 'occupation', 'native.country')",68,0.820681729277932
401,5,"('age', 'hours.per.week', 'workclass', 'relationship', 'race')",22,0.8533738508886095
402,5,"('age', 'hours.per.week', 'workclass', 'relationship', 'sex')",19,0.8542347099281942
403,5,"('age', 'hours.per.week', 'workclass', 'relationship', 'native.country')",59,0.852153830050289
404,5,"('age', 'hours.per.week', 'workclass', 'race', 'sex')",18,0.7995535800271303
405,5,"('age', 'hours.per.week', 'workclass', 'race', 'native.country')",58,0.7823246478718223
406,5,"('age', 'hours.per.week', 'workclass', 'sex', 'native.country')",55,0.7964291790600561
407,5,"('age', 'hours.per.week', 'education', 'marital.status', 'occupation')",40,0.8888539691864341
408,5,"('age', 'hours.per.week', 'education', 'marital.status', 'relationship')",31,0.8793005691558003
409,5,"('age', 'hours.per.week', 'education', 'marital.status', 'race')",30,0.8777546629410831
410,5,"('age', 'hours.per.week', 'education', 'marital.status', 'sex')",27,0.8799188055294923
411,5,"('age', 'hours.per.week', 'education', 'marital.status', 'native.country')",67,0.8802704865821209
412,5,"('age', 'hours.per.week', 'education', 'occupation', 'relationship')",39,0.8889088853149457
413,5,"('age', 'hours.per.week', 'education', 'occupation', 'race')",38,0.8320402820694139
414,5,"('age', 'hours.per.week', 'education', 'occupation', 'sex')",35,0.8432848752956756
415,5,"('age', 'hours.per.week', 'education', 'occupation', 'native.country')",75,0.8299376191760242
416,5,"('age', 'hours.per.week', 'education', 'relationship', 'race')",29,0.8803784844799455
417,5,"('age', 'hours.per.week', 'education', 'relationship', 'sex')",26,0.8794562890546538
418,5,"('age', 'hours.per.week', 'education', 'relationship', 'native.country')",66,0.8813703282310632
419,5,"('age', 'hours.per.week', 'education', 'race', 'sex')",25,0.8287797085936978
420,5,"('age', 'hours.per.week', 'education', 'race', 'native.country')",65,0.8166438460917602
421,5,"('age', 'hours.per.week', 'education', 'sex', 'native.country')",62,0.8301253257134052
422,5,"('age', 'hours.per.week', 'marital.status', 'occupation', 'relationship')",30,0.8763395981285867
423,5,"('age', 'hours.per.week', 'marital.status', 'occupation', 'race')",29,0.8758996098776574
424,5,"('age', 'hours.per.week', 'marital.status', 'occupation', 'sex')",26,0.8769007687340812
425,5,"('age', 'hours.per.week', 'marital.status', 'occupation', 'native.country')",66,0.8770242153757821
426,5,"('age', 'hours.per.week', 'marital.status', 'relationship', 'race')",20,0.848712314236737
427,5,"('age', 'hours.per.week', 'marital.status', 'relationship', 'sex')",17,0.8483520919490892
428,5,"('age', 'hours.per.week', 'marital.status', 'relationship', 'native.country')",57,0.8455867381333011
429,5,"('age', 'hours.per.week', 'marital.status', 'race', 'sex')",16,0.8475948742042321
430,5,"('age', 'hours.per.week', 'marital.status', 'race', 'native.country')",56,0.8440528125771005
431,5,"('age', 'hours.per.week', 'marital.status', 'sex', 'native.country')",53,0.8456084924869234
432,5,"('age', 'hours.per.week', 'occupation', 'relationship', 'race')",28,0.8756674774534325
433,5,"('age', 'hours.per.week', 'occupation', 'relationship', 'sex')",25,0.8765577149020591
434,5,"('age', 'hours.per.week', 'occupation', 'relationship', 'native.country')",65,0.8781118184094454
435,5,"('age', 'hours.per.week', 'occupation', 'race', 'sex')",24,0.8277178439125413
436,5,"('age', 'hours.per.week', 'occupation', 'race', 'native.country')",64,0.8153335690484903
437,5,"('age', 'hours.per.week', 'occupation', 'sex', 'native.country')",61,0.8267189493432535
438,5,"('age', 'hours.per.week', 'relationship', 'race', 'sex')",15,0.8495380051710586
439,5,"('age', 'hours.per.week', 'relationship', 'race', 'native.country')",55,0.8470454549623544
440,5,"('age', 'hours.per.week', 'relationship', 'sex', 'native.country')",52,0.8461568225780268
441,5,"('age', 'hours.per.week', 'race', 'sex', 'native.country')",51,0.7913042087537455
442,5,"('age', 'workclass', 'education', 'marital.status', 'occupation')",48,0.884328203777129
443,5,"('age', 'workclass', 'education', 'marital.status', 'relationship')",39,0.8747218939483572
444,5,"('age', 'workclass', 'education', 'marital.status', 'race')",38,0.8752630585738408
445,5,"('age', 'workclass', 'education', 'marital.status', 'sex')",35,0.8735293311742925
446,5,"('age', 'workclass', 'education', 'marital.status', 'native.country')",75,0.8763744222914999
447,5,"('age', 'workclass', 'education', 'occupation', 'relationship')",47,0.8855821315987633
448,5,"('age', 'workclass', 'education', 'occupation', 'race')",46,0.8270550096808307
449,5,"('age', 'workclass', 'education', 'occupation', 'sex')",43,0.8363002946898053
450,5,"('age', 'workclass', 'education', 'occupation', 'native.country')",83,0.8258312054766627
451,5,"('age', 'workclass', 'education', 'relationship', 'race')",37,0.8766311752555951
452,5,"('age', 'workclass', 'education', 'relationship', 'sex')",34,0.8745810782179934
453,5,"('age', 'workclass', 'education', 'relationship', 'native.country')",74,0.8769778691441521
454,5,"('age', 'workclass', 'education', 'race', 'sex')",33,0.8271360081041991
455,5,"('age', 'workclass', 'education', 'race', 'native.country')",73,0.8099089962936773
456,5,"('age', 'workclass', 'education', 'sex', 'native.country')",70,0.827904747917773
457,5,"('age', 'workclass', 'marital.status', 'occupation', 'relationship')",38,0.8691627250873385
458,5,"('age', 'workclass', 'marital.status', 'occupation', 'race')",37,0.866208575583395
459,5,"('age', 'workclass', 'marital.status', 'occupation', 'sex')",34,0.8687416823275084
460,5,"('age', 'workclass', 'marital.status', 'occupation', 'native.country')",74,0.870191227360568
461,5,"('age', 'workclass', 'marital.status', 'relationship', 'race')",28,0.8380615948010592
462,5,"('age', 'workclass', 'marital.status', 'relationship', 'sex')",25,0.8383162841110556
463,5,"('age', 'workclass', 'marital.status', 'relationship', 'native.country')",65,0.8373265040140365
464,5,"('age', 'workclass', 'marital.status', 'race', 'sex')",24,0.8360918656258512
465,5,"('age', 'workclass', 'marital.status', 'race', 'native.country')",64,0.8353866691613953
466,5,"('age', 'workclass', 'marital.status', 'sex', 'native.country')",61,0.8352374841671871
467,5,"('age', 'workclass', 'occupation', 'relationship', 'race')",36,0.8702458568704549
468,5,"('age', 'workclass', 'occupation', 'relationship', 'sex')",33,0.8703181420876291
469,5,"('age', 'workclass', 'occupation', 'relationship', 'native.country')",73,0.8719217159696561
470,5,"('age', 'workclass', 'occupation', 'race', 'sex')",32,0.8209283646045717
471,5,"('age', 'workclass', 'occupation', 'race', 'native.country')",72,0.8071190792617438
472,5,"('age', 'workclass', 'occupation', 'sex', 'native.country')",69,0.8205698620286729
473,5,"('age', 'workclass', 'relationship', 'race', 'sex')",23,0.8378119786407214
474,5,"('age', 'workclass', 'relationship', 'race', 'native.country')",63,0.8393289650361965
475,5,"('age', 'workclass', 'relationship', 'sex', 'native.country')",60,0.8390569066375371
476,5,"('age', 'workclass', 'race', 'sex', 'native.country')",59,0.7814404007524541
477,5,"('age', 'education', 'marital.status', 'occupation', 'relationship')",45,0.8818899677978242
478,5,"('age', 'education', 'marital.status', 'occupation', 'race')",44,0.8823469811950667
479,5,"('age', 'education', 'marital.status', 'occupation', 'sex')",41,0.8832051746814407
480,5,"('age', 'education', 'marital.status', 'occupation', 'native.country')",81,0.8827965711699268
481,5,"('age', 'education', 'marital.status', 'relationship', 'race')",35,0.8703521350565303
482,5,"('age', 'education', 'marital.status', 'relationship', 'sex')",32,0.8716362151574935
483,5,"('age', 'education', 'marital.status', 'relationship', 'native.country')",72,0.8719679762156987
484,5,"('age', 'education', 'marital.status', 'race', 'sex')",31,0.8727248213563435
485,5,"('age', 'education', 'marital.status', 'race', 'native.country')",71,0.8710209882793618
486,5,"('age', 'education', 'marital.status', 'sex', 'native.country')",68,0.8743358186607527
487,5,"('age', 'education', 'occupation', 'relationship', 'race')",43,0.8811041741760746
488,5,"('age', 'education', 'occupation', 'relationship', 'sex')",40,0.8825047934098812
489,5,"('age', 'education', 'occupation', 'relationship', 'native.country')",80,0.8826766785991733
490,5,"('age', 'education', 'occupation', 'race', 'sex')",39,0.8353444788998248
491,5,"('age', 'education', 'occupation', 'race', 'native.country')",79,0.8206150904476661
492,5,"('age', 'education', 'occupation', 'sex', 'native.country')",76,0.834833036625733
493,5,"('age', 'education', 'relationship', 'race', 'sex')",30,0.8707986582121052
494,5,"('age', 'education', 'relationship', 'race', 'native.country')",70,0.8717308566274021
495,5,"('age', 'education', 'relationship', 'sex', 'native.country')",67,0.8716816728713866
496,5,"('age', 'education', 'race', 'sex', 'native.country')",66,0.8222372085547174
497,5,"('age', 'marital.status', 'occupation', 'relationship', 'race')",34,0.8680058176701987
498,5,"('age', 'marital.status', 'occupation', 'relationship', 'sex')",31,0.8707566972454345
499,5,"('age', 'marital.status', 'occupation', 'relationship', 'native.country')",71,0.869461610989279
500,5,"('age', 'marital.status', 'occupation', 'race', 'sex')",30,0.8675034325446506
501,5,"('age', 'marital.status', 'occupation', 'race', 'native.country')",70,0.8654600423828693
502,5,"('age', 'marital.status', 'occupation', 'sex', 'native.country')",67,0.870443967663916
503,5,"('age', 'marital.status', 'relationship', 'race', 'sex')",21,0.8321781169660799
504,5,"('age', 'marital.status', 'relationship', 'race', 'native.country')",61,0.8312822904542698
505,5,"('age', 'marital.status', 'relationship', 'sex', 'native.country')",58,0.8319082655308314
506,5,"('age', 'marital.status', 'race', 'sex', 'native.country')",57,0.8297656480011447
507,5,"('age', 'occupation', 'relationship', 'race', 'sex')",29,0.8692925633243725
508,5,"('age', 'occupation', 'relationship', 'race', 'native.country')",69,0.8672405172801222
509,5,"('age', 'occupation', 'relationship', 'sex', 'native.country')",66,0.8694023095958081
510,5,"('age', 'occupation', 'race', 'sex', 'native.country')",65,0.8191680103347798
511,5,"('age', 'relationship', 'race', 'sex', 'native.country')",56,0.833251675687128
512,5,"('hours.per.week', 'workclass', 'education', 'marital.status', 'occupation')",48,0.8841271694736949
513,5,"('hours.per.week', 'workclass', 'education', 'marital.status', 'relationship')",39,0.8770945802481704
514,5,"('hours.per.week', 'workclass', 'education', 'marital.status', 'race')",38,0.8733035903454007
515,5,"('hours.per.week', 'workclass', 'education', 'marital.status', 'sex')",35,0.8747670363817631
516,5,"('hours.per.week', 'workclass', 'education', 'marital.status', 'native.country')",75,0.8751272586694109
517,5,"('hours.per.week', 'workclass', 'education', 'occupation', 'relationship')",47,0.8841039820269486
518,5,"('hours.per.week', 'workclass', 'education', 'occupation', 'race')",46,0.8005673787649077
519,5,"('hours.per.week', 'workclass', 'education', 'occupation', 'sex')",43,0.8136240322608752
520,5,"('hours.per.week', 'workclass', 'education', 'occupation', 'native.country')",83,0.7960266518633878
521,5,"('hours.per.week', 'workclass', 'education', 'relationship', 'race')",37,0.8750565785165354
522,5,"('hours.per.week', 'workclass', 'education', 'relationship', 'sex')",34,0.8752311005971756
523,5,"('hours.per.week', 'workclass', 'education', 'relationship', 'native.country')",74,0.8761393376954395
524,5,"('hours.per.week', 'workclass', 'education', 'race', 'sex')",33,0.7947785137379746
525,5,"('hours.per.week', 'workclass', 'education', 'race', 'native.country')",73,0.7769189919462459
526,5,"('hours.per.week', 'workclass', 'education', 'sex', 'native.country')",70,0.7939474343735067
527,5,"('hours.per.week', 'workclass', 'marital.status', 'occupation', 'relationship')",38,0.8729034994070435
528,5,"('hours.per.week', 'workclass', 'marital.status', 'occupation', 'race')",37,0.869712201652941
529,5,"('hours.per.week', 'workclass', 'marital.status', 'occupation', 'sex')",34,0.8718170141860169
530,5,"('hours.per.week', 'workclass', 'marital.status', 'occupation', 'native.country')",74,0.8704964761959793
531,5,"('hours.per.week', 'workclass', 'marital.status', 'relationship', 'race')",28,0.8386390166825798
532,5,"('hours.per.week', 'workclass', 'marital.status', 'relationship', 'sex')",25,0.8386262048300512
533,5,"('hours.per.week', 'workclass', 'marital.status', 'relationship', 'native.country')",65,0.8422077625036801
534,5,"('hours.per.week', 'workclass', 'marital.status', 'race', 'sex')",24,0.8357062489280463
535,5,"('hours.per.week', 'workclass', 'marital.status', 'race', 'native.country')",64,0.8364904088236347
536,5,"('hours.per.week', 'workclass', 'marital.status', 'sex', 'native.country')",61,0.8372515245817892
537,5,"('hours.per.week', 'workclass', 'occupation', 'relationship', 'race')",36,0.8715797799502706
538,5,"('hours.per.week', 'workclass', 'occupation', 'relationship', 'sex')",33,0.872747120285353
539,5,"('hours.per.week', 'workclass', 'occupation', 'relationship', 'native.country')",73,0.8728128419360194
540,5,"('hours.per.week', 'workclass', 'occupation', 'race', 'sex')",32,0.7934316068344556
541,5,"('hours.per.week', 'workclass', 'occupation', 'race', 'native.country')",72,0.77922973996124
542,5,"('hours.per.week', 'workclass', 'occupation', 'sex', 'native.country')",69,0.7958403784191308
543,5,"('hours.per.week', 'workclass', 'relationship', 'race', 'sex')",23,0.838437953717283
544,5,"('hours.per.week', 'workclass', 'relationship', 'race', 'native.country')",63,0.8414434652787907
545,5,"('hours.per.week', 'workclass', 'relationship', 'sex', 'native.country')",60,0.8404660097826376
546,5,"('hours.per.week', 'workclass', 'race', 'sex', 'native.country')",59,0.7422234061482218
547,5,"('hours.per.week', 'education', 'marital.status', 'occupation', 'relationship')",45,0.8791088786195347
548,5,"('hours.per.week', 'education', 'marital.status', 'occupation', 'race')",44,0.8812895877644573
549,5,"('hours.per.week', 'education', 'marital.status', 'occupation', 'sex')",41,0.880728130540338
550,5,"('hours.per.week', 'education', 'marital.status', 'occupation', 'native.country')",81,0.8824525428345804
551,5,"('hours.per.week', 'education', 'marital.status', 'relationship', 'race')",35,0.8698241835496502
552,5,"('hours.per.week', 'education', 'marital.status', 'relationship', 'sex')",32,0.8722578336309581
553,5,"('hours.per.week', 'education', 'marital.status', 'relationship', 'native.country')",72,0.8694461622454024
554,5,"('hours.per.week', 'education', 'marital.status', 'race', 'sex')",31,0.871576942425885
555,5,"('hours.per.week', 'education', 'marital.status', 'race', 'native.country')",71,0.8673754859905403
556,5,"('hours.per.week', 'education', 'marital.status', 'sex', 'native.country')",68,0.874300363936865
557,5,"('hours.per.week', 'education', 'occupation', 'relationship', 'race')",43,0.8820534263995473
558,5,"('hours.per.week', 'education', 'occupation', 'relationship', 'sex')",40,0.8825950209529679
559,5,"('hours.per.week', 'education', 'occupation', 'relationship', 'native.country')",80,0.8800667867254762
560,5,"('hours.per.week', 'education', 'occupation', 'race', 'sex')",39,0.8085763343358108
561,5,"('hours.per.week', 'education', 'occupation', 'race', 'native.country')",79,0.7916681570835156
562,5,"('hours.per.week', 'education', 'occupation', 'sex', 'native.country')",76,0.8090074660712336
563,5,"('hours.per.week', 'education', 'relationship', 'race', 'sex')",30,0.8712466717845289
564,5,"('hours.per.week', 'education', 'relationship', 'race', 'native.country')",70,0.8720188796834629
565,5,"('hours.per.week', 'education', 'relationship', 'sex', 'native.country')",67,0.8732290695029528
566,5,"('hours.per.week', 'education', 'race', 'sex', 'native.country')",66,0.7878318814380274
567,5,"('hours.per.week', 'marital.status', 'occupation', 'relationship', 'race')",34,0.8689554998216085
568,5,"('hours.per.week', 'marital.status', 'occupation', 'relationship', 'sex')",31,0.8712356083056116
569,5,"('hours.per.week', 'marital.status', 'occupation', 'relationship', 'native.country')",71,0.8702061315290577
570,5,"('hours.per.week', 'marital.status', 'occupation', 'race', 'sex')",30,0.8681745787164806
571,5,"('hours.per.week', 'marital.status', 'occupation', 'race', 'native.country')",70,0.8678807086404738
572,5,"('hours.per.week', 'marital.status', 'occupation', 'sex', 'native.country')",67,0.8700249025725971
573,5,"('hours.per.week', 'marital.status', 'relationship', 'race', 'sex')",21,0.8323647916764116
574,5,"('hours.per.week', 'marital.status', 'relationship', 'race', 'native.country')",61,0.8333568647224293
575,5,"('hours.per.week', 'marital.status', 'relationship', 'sex', 'native.country')",58,0.8331985652559528
576,5,"('hours.per.week', 'marital.status', 'race', 'sex', 'native.country')",57,0.8299006167115626
577,5,"('hours.per.week', 'occupation', 'relationship', 'race', 'sex')",29,0.8686866228896843
578,5,"('hours.per.week', 'occupation', 'relationship', 'race', 'native.country')",69,0.8685965386559099
579,5,"('hours.per.week', 'occupation', 'relationship', 'sex', 'native.country')",66,0.8703916311030278
580,5,"('hours.per.week', 'occupation', 'race', 'sex', 'native.country')",65,0.7905719268292459
581,5,"('hours.per.week', 'relationship', 'race', 'sex', 'native.country')",56,0.8322435519981215
582,5,"('workclass', 'education', 'marital.status', 'occupation', 'relationship')",53,0.8769689266430585
583,5,"('workclass', 'education', 'marital.status', 'occupation', 'race')",52,0.8764444145596759
584,5,"('workclass', 'education', 'marital.status', 'occupation', 'sex')",49,0.8761251500735119
585,5,"('workclass', 'education', 'marital.status', 'occupation', 'native.country')",89,0.8768743138350121
586,5,"('workclass', 'education', 'marital.status', 'relationship', 'race')",43,0.8679226982690069
587,5,"('workclass', 'education', 'marital.status', 'relationship', 'sex')",40,0.8698340718922056
588,5,"('workclass', 'education', 'marital.status', 'relationship', 'native.country')",80,0.86855366050964
589,5,"('workclass', 'education', 'marital.status', 'race', 'sex')",39,0.8658748368566788
590,5,"('workclass', 'education', 'marital.status', 'race', 'native.country')",79,0.866144974910552
591,5,"('workclass', 'education', 'marital.status', 'sex', 'native.country')",76,0.8682554051686739
592,5,"('workclass', 'education', 'occupation', 'relationship', 'race')",51,0.8778909787590377
593,5,"('workclass', 'education', 'occupation', 'relationship', 'sex')",48,0.8791915107690643
594,5,"('workclass', 'education', 'occupation', 'relationship', 'native.country')",88,0.8780211036146965
595,5,"('workclass', 'education', 'occupation', 'race', 'sex')",47,0.8005511848126063
596,5,"('workclass', 'education', 'occupation', 'race', 'native.country')",87,0.7827899445473214
597,5,"('workclass', 'education', 'occupation', 'sex', 'native.country')",84,0.7990737231254912
598,5,"('workclass', 'education', 'relationship', 'race', 'sex')",38,0.8644184989622112
599,5,"('workclass', 'education', 'relationship', 'race', 'native.country')",78,0.8672170145528888
600,5,"('workclass', 'education', 'relationship', 'sex', 'native.country')",75,0.8677614179688324
601,5,"('workclass', 'education', 'race', 'sex', 'native.country')",74,0.7744918194458584
602,5,"('workclass', 'marital.status', 'occupation', 'relationship', 'race')",42,0.8591830085141783
603,5,"('workclass', 'marital.status', 'occupation', 'relationship', 'sex')",39,0.8642034203461619
604,5,"('workclass', 'marital.status', 'occupation', 'relationship', 'native.country')",79,0.8626421513731554
605,5,"('workclass', 'marital.status', 'occupation', 'race', 'sex')",38,0.8580752848530541
606,5,"('workclass', 'marital.status', 'occupation', 'race', 'native.country')",78,0.85799884366582
607,5,"('workclass', 'marital.status', 'occupation', 'sex', 'native.country')",75,0.8613281196259007
608,5,"('workclass', 'marital.status', 'relationship', 'race', 'sex')",29,0.8152428255918789
609,5,"('workclass', 'marital.status', 'relationship', 'race', 'native.country')",69,0.8161532123298288
610,5,"('workclass', 'marital.status', 'relationship', 'sex', 'native.country')",66,0.8178759622360472
611,5,"('workclass', 'marital.status', 'race', 'sex', 'native.country')",65,0.8134667359595853
612,5,"('workclass', 'occupation', 'relationship', 'race', 'sex')",37,0.8611317285441884
613,5,"('workclass', 'occupation', 'relationship', 'race', 'native.country')",77,0.8610603318447507
614,5,"('workclass', 'occupation', 'relationship', 'sex', 'native.country')",74,0.8642593396398603
615,5,"('workclass', 'occupation', 'race', 'sex', 'native.country')",73,0.7754379761881831
616,5,"('workclass', 'relationship', 'race', 'sex', 'native.country')",64,0.8185151217693496
617,5,"('education', 'marital.status', 'occupation', 'relationship', 'race')",49,0.8753138760560176
618,5,"('education', 'marital.status', 'occupation', 'relationship', 'sex')",46,0.8775199509492351
619,5,"('education', 'marital.status', 'occupation', 'relationship', 'native.country')",86,0.8760082096745938
620,5,"('education', 'marital.status', 'occupation', 'race', 'sex')",45,0.8756814357804602
621,5,"('education', 'marital.status', 'occupation', 'race', 'native.country')",85,0.8737566770674833
622,5,"('education', 'marital.status', 'occupation', 'sex', 'native.country')",82,0.8757610011107045
623,5,"('education', 'marital.status', 'relationship', 'race', 'sex')",36,0.8634030951601349
624,5,"('education', 'marital.status', 'relationship', 'race', 'native.country')",76,0.8630984768856984
625,5,"('education', 'marital.status', 'relationship', 'sex', 'native.country')",73,0.8650415218669374
626,5,"('education', 'marital.status', 'race', 'sex', 'native.country')",72,0.8594998654038937
627,5,"('education', 'occupation', 'relationship', 'race', 'sex')",44,0.8750936096428594
628,5,"('education', 'occupation', 'relationship', 'race', 'native.country')",84,0.8740850846877783
629,5,"('education', 'occupation', 'relationship', 'sex', 'native.country')",81,0.8758686264043165
630,5,"('education', 'occupation', 'race', 'sex', 'native.country')",80,0.7939305238746436
631,5,"('education', 'relationship', 'race', 'sex', 'native.country')",71,0.8640965115991117
632,5,"('marital.status', 'occupation', 'relationship', 'race', 'sex')",35,0.86100808126945
633,5,"('marital.status', 'occupation', 'relationship', 'race', 'native.country')",75,0.8587005433830537
634,5,"('marital.status', 'occupation', 'relationship', 'sex', 'native.country')",72,0.8614690500037145
635,5,"('marital.status', 'occupation', 'race', 'sex', 'native.country')",71,0.8577167249534301
636,5,"('marital.status', 'relationship', 'race', 'sex', 'native.country')",62,0.8083620295900482
637,5,"('occupation', 'relationship', 'race', 'sex', 'native.country')",70,0.8591174301728242
638,6,"('age', 'hours.per.week', 'workclass', 'education', 'marital.status', 'occupation')",49,0.8920497668529459
639,6,"('age', 'hours.per.week', 'workclass', 'education', 'marital.status', 'relationship')",40,0.884773666443792
640,6,"('age', 'hours.per.week', 'workclass', 'education', 'marital.status', 'race')",39,0.883465940306283
641,6,"('age', 'hours.per.week', 'workclass', 'education', 'marital.status', 'sex')",36,0.8852681695571581
642,6,"('age', 'hours.per.week', 'workclass', 'education', 'marital.status', 'native.country')",76,0.8841344495867647
643,6,"('age', 'hours.per.week', 'workclass', 'education', 'occupation', 'relationship')",48,0.8925019077335667
644,6,"('age', 'hours.per.week', 'workclass', 'education', 'occupation', 'race')",47,0.8353766088476647
645,6,"('age', 'hours.per.week', 'workclass', 'education', 'occupation', 'sex')",44,0.8465316624155392
646,6,"('age', 'hours.per.week', 'workclass', 'education', 'occupation', 'native.country')",84,0.834502422042027
647,6,"('age', 'hours.per.week', 'workclass', 'education', 'relationship', 'race')",38,0.8855633294169765
648,6,"('age', 'hours.per.week', 'workclass', 'education', 'relationship', 'sex')",35,0.8854360994094279
649,6,"('age', 'hours.per.week', 'workclass', 'education', 'relationship', 'native.country')",75,0.8865627972235139
650,6,"('age', 'hours.per.week', 'workclass', 'education', 'race', 'sex')",34,0.8359059934476689
651,6,"('age', 'hours.per.week', 'workclass', 'education', 'race', 'native.country')",74,0.8233048342702324
652,6,"('age', 'hours.per.week', 'workclass', 'education', 'sex', 'native.country')",71,0.8360239370117737
653,6,"('age', 'hours.per.week', 'workclass', 'marital.status', 'occupation', 'relationship')",39,0.8802226785955045
654,6,"('age', 'hours.per.week', 'workclass', 'marital.status', 'occupation', 'race')",38,0.8797768433246294
655,6,"('age', 'hours.per.week', 'workclass', 'marital.status', 'occupation', 'sex')",35,0.8827123052942356
656,6,"('age', 'hours.per.week', 'workclass', 'marital.status', 'occupation', 'native.country')",75,0.8810487134721761
657,6,"('age', 'hours.per.week', 'workclass', 'marital.status', 'relationship', 'race')",29,0.851262016199226
658,6,"('age', 'hours.per.week', 'workclass', 'marital.status', 'relationship', 'sex')",26,0.8548362650979228
659,6,"('age', 'hours.per.week', 'workclass', 'marital.status', 'relationship', 'native.country')",66,0.8537292293214981
660,6,"('age', 'hours.per.week', 'workclass', 'marital.status', 'race', 'sex')",25,0.8539117480617703
661,6,"('age', 'hours.per.week', 'workclass', 'marital.status', 'race', 'native.country')",65,0.8502235395978535
662,6,"('age', 'hours.per.week', 'workclass', 'marital.status', 'sex', 'native.country')",62,0.8517677834245468
663,6,"('age', 'hours.per.week', 'workclass', 'occupation', 'relationship', 'race')",37,0.8830264966307407
664,6,"('age', 'hours.per.week', 'workclass', 'occupation', 'relationship', 'sex')",34,0.8831770573943478
665,6,"('age', 'hours.per.week', 'workclass', 'occupation', 'relationship', 'native.country')",74,0.8826362367112139
666,6,"('age', 'hours.per.week', 'workclass', 'occupation', 'race', 'sex')",33,0.8368041988940649
667,6,"('age', 'hours.per.week', 'workclass', 'occupation', 'race', 'native.country')",73,0.8202830427708362
668,6,"('age', 'hours.per.week', 'workclass', 'occupation', 'sex', 'native.country')",70,0.831795481101973
669,6,"('age', 'hours.per.week', 'workclass', 'relationship', 'race', 'sex')",24,0.8549769088571116
670,6,"('age', 'hours.per.week', 'workclass', 'relationship', 'race', 'native.country')",64,0.8553211664873581
671,6,"('age', 'hours.per.week', 'workclass', 'relationship', 'sex', 'native.country')",61,0.8544693932581797
672,6,"('age', 'hours.per.week', 'workclass', 'race', 'sex', 'native.country')",60,0.7990250839448628
673,6,"('age', 'hours.per.week', 'education', 'marital.status', 'occupation', 'relationship')",46,0.89093023450448
674,6,"('age', 'hours.per.week', 'education', 'marital.status', 'occupation', 'race')",45,0.8882345003526556
675,6,"('age', 'hours.per.week', 'education', 'marital.status', 'occupation', 'sex')",42,0.8912237319762745
676,6,"('age', 'hours.per.week', 'education', 'marital.status', 'occupation', 'native.country')",82,0.8901997582773166
677,6,"('age', 'hours.per.week', 'education', 'marital.status', 'relationship', 'race')",36,0.8812937150726545
678,6,"('age', 'hours.per.week', 'education', 'marital.status', 'relationship', 'sex')",33,0.8822183754181192
679,6,"('age', 'hours.per.week', 'education', 'marital.status', 'relationship', 'native.country')",73,0.8812691805183716
680,6,"('age', 'hours.per.week', 'education', 'marital.status', 'race', 'sex')",32,0.883199585618257
681,6,"('age', 'hours.per.week', 'education', 'marital.status', 'race', 'native.country')",72,0.880942349300513
682,6,"('age', 'hours.per.week', 'education', 'marital.status', 'sex', 'native.country')",69,0.8836016828869879
683,6,"('age', 'hours.per.week', 'education', 'occupation', 'relationship', 'race')",44,0.8912226714873627
684,6,"('age', 'hours.per.week', 'education', 'occupation', 'relationship', 'sex')",41,0.8914480683739048
685,6,"('age', 'hours.per.week', 'education', 'occupation', 'relationship', 'native.country')",81,0.8910662923656723
686,6,"('age', 'hours.per.week', 'education', 'occupation', 'race', 'sex')",40,0.8439184744276569
687,6,"('age', 'hours.per.week', 'education', 'occupation', 'race', 'native.country')",80,0.8310505306342573
688,6,"('age', 'hours.per.week', 'education', 'occupation', 'sex', 'native.country')",77,0.8434516586734464
689,6,"('age', 'hours.per.week', 'education', 'relationship', 'race', 'sex')",31,0.8829081518005611
690,6,"('age', 'hours.per.week', 'education', 'relationship', 'race', 'native.country')",71,0.8818659778189286
